t,com_des_y,com_ff_y,com_x,com_y,com_z,margin_full,margin_left,margin_right,pelvis_roll,pelvis_pitch,Fn_left,Fn_right,slip_left,slip_right,n_contact_left,n_contact_right,sat_count,q_l_hip_yaw,q_l_hip_roll,q_l_hip_pitch,q_l_knee_pitch,q_l_ankle_pitch,q_l_ankle_roll,q_r_hip_yaw,q_r_hip_roll,q_r_hip_pitch,q_r_knee_pitch,q_r_ankle_pitch,q_r_ankle_roll,qd_l_hip_yaw,qd_l_hip_roll,qd_l_hip_pitch,qd_l_knee_pitch,qd_l_ankle_pitch,qd_l_ankle_roll,qd_r_hip_yaw,qd_r_hip_roll,qd_r_hip_pitch,qd_r_knee_pitch,qd_r_ankle_pitch,qd_r_ankle_roll,tau_l_hip_yaw,tau_l_hip_roll,tau_l_hip_pitch,tau_l_knee_pitch,tau_l_ankle_pitch,tau_l_ankle_roll,tau_r_hip_yaw,tau_r_hip_roll,tau_r_hip_pitch,tau_r_knee_pitch,tau_r_ankle_pitch,tau_r_ankle_roll
0.494,0,0,0.0030734,-1.01052e-17,0.201035,0.0330933,-0.0275,-0.0275,3.60479e-17,-0.00279885,10.1043,10.1043,6.27557e-08,6.27557e-08,4,4,0,-6.35016e-18,-1.01315e-17,-0.100003,0.201739,-0.100669,-2.70045e-17,8.72625e-18,4.86792e-18,-0.100003,0.201739,-0.100669,3.6745e-17,-1.63452e-15,-9.4455e-17,-2.27887e-09,9.339e-07,3.69362e-06,-6.98755e-16,1.75958e-15,3.32939e-16,-2.27887e-09,9.339e-07,3.69362e-06,-9.42524e-17,3.53644e-16,5.51544e-16,0.000150973,-0.0782505,0.0200761,8.70875e-16,-4.22604e-16,-7.27793e-16,0.000150973,-0.0782505,0.0200761,-1.10809e-15
0.496,0,0,0.0030734,-1.01052e-17,0.201035,0.0330933,-0.0275,-0.0275,3.57263e-17,-0.00279886,10.1043,10.1043,6.25956e-08,6.25956e-08,4,4,0,-9.29009e-18,-1.08143e-17,-0.100003,0.201739,-0.100669,-2.83549e-17,1.19547e-17,5.98434e-18,-0.100003,0.201739,-0.100669,3.60056e-17,-1.46996e-15,-3.41425e-16,-3.45842e-09,9.63869e-07,3.74326e-06,-6.75212e-16,1.61423e-15,5.5821e-16,-3.45842e-09,9.63869e-07,3.74326e-06,-3.69715e-16,4.22515e-16,4.2298e-16,0.000150975,-0.0782506,0.0200759,8.62143e-16,-5.11549e-16,-5.65623e-16,0.000150975,-0.0782506,0.0200759,-1.09534e-15
0.498,0,0,0.0030734,-1.01052e-17,0.201035,0.0330933,-0.0275,-0.0275,3.56297e-17,-0.00279887,10.1043,10.1043,6.24481e-08,6.24481e-08,4,4,0,-1.18891e-17,-1.17263e-17,-0.100003,0.201739,-0.100669,-2.97345e-17,1.48048e-17,7.27857e-18,-0.100003,0.201739,-0.100669,3.46355e-17,-1.29952e-15,-4.56021e-16,-4.60688e-09,9.91195e-07,3.78398e-06,-6.89826e-16,1.42504e-15,6.47116e-16,-4.60688e-09,9.91195e-07,3.78398e-06,-6.8504e-16,4.87354e-16,7.54709e-16,0.000150977,-0.0782507,0.0200756,9.00904e-16,-5.8777e-16,-8.83012e-16,0.000150977,-0.0782507,0.0200756,-1.05265e-15
0.5,0,0,0.0030734,-1.01052e-17,0.201035,0.0330933,-0.0275,-0.0275,3.48319e-17,-0.00279888,10.1043,10.1043,6.23132e-08,6.23132e-08,4,4,0,-1.37878e-17,-1.22605e-17,-0.100003,0.201739,-0.100669,-3.13753e-17,1.7066e-17,8.05502e-18,-0.100003,0.201739,-0.100669,3.2942e-17,-9.49333e-16,-2.67056e-16,-5.72246e-09,1.01587e-06,3.81587e-06,-8.20369e-16,1.13059e-15,3.88224e-16,-5.72246e-09,1.01587e-06,3.81587e-06,-8.46766e-16,5.41132e-16,9.26489e-16,0.000150979,-0.0782508,0.0200754,9.43381e-16,-6.46418e-16,-1.03388e-15,0.000150979,-0.0782508,0.0200754,-9.88078e-16
0.502,0,0,0.0030734,-8.42099e-18,0.201035,0.0330933,-0.0275,-0.0275,3.35014e-17,-0.00279889,10.1043,10.1043,6.2191e-08,6.2191e-08,4,4,0,-1.51555e-17,-1.24028e-17,-0.100003,0.201739,-0.100669,-3.26959e-17,1.86111e-17,8.52967e-18,-0.100003,0.201739,-0.100669,3.07881e-17,-6.83844e-16,-7.11966e-17,-6.80345e-09,1.0379e-06,3.83904e-06,-6.60326e-16,7.72544e-16,2.37327e-16,-6.80345e-09,1.0379e-06,3.83904e-06,-1.07695e-15,5.48386e-16,7.0437e-16,0.000150981,-0.0782509,0.0200752,1.00232e-15,-6.72459e-16,-7.30909e-16,0.000150981,-0.0782509,0.0200752,-9.25234e-16
0.504,0,0,0.00307339,-1.01052e-17,0.201035,0.0330933,-0.0275,-0.0275,3.26511e-17,-0.0027989,10.1043,10.1043,6.20814e-08,6.20814e-08,4,4,0,-1.59815e-17,-1.29312e-17,-0.100003,0.201739,-0.100669,-3.40183e-17,1.9652e-17,9.35281e-18,-0.100003,0.201739,-0.100669,2.81547e-17,-4.13001e-16,-2.64173e-16,-7.84826e-09,1.05729e-06,3.85361e-06,-6.61156e-16,5.20479e-16,4.11566e-16,-7.84826e-09,1.05729e-06,3.85361e-06,-1.31668e-15,5.51732e-16,4.61811e-16,0.000150983,-0.0782511,0.0200749,1.03003e-15,-6.67989e-16,-5.54981e-16,0.000150983,-0.0782511,0.0200749,-8.43484e-16
0.506,0,0,0.00307339,-1.01052e-17,0.201035,0.0330933,-0.0275,-0.0275,3.20056e-17,-0.00279891,10.1043,10.1043,6.19844e-08,6.19844e-08,4,4,0,-1.6104e-17,-1.36488e-17,-0.100003,0.201739,-0.100669,-3.51776e-17,1.99836e-17,1.02714e-17,-0.100003,0.201739,-0.100669,2.56226e-17,-6.12432e-17,-3.58795e-16,-8.8554e-09,1.07405e-06,3.85973e-06,-5.79675e-16,1.65799e-16,4.59299e-16,-8.8554e-09,1.07405e-06,3.85973e-06,-1.26609e-15,5.38067e-16,7.20859e-16,0.000150986,-0.0782512,0.0200747,1.06976e-15,-6.63439e-16,-7.99259e-16,0.000150986,-0.0782512,0.0200747,-7.46641e-16
0.508,0,0,0.00307339,-1.17894e-17,0.201035,0.0330933,-0.0275,-0.0275,3.13127e-17,-0.00279892,10.1043,10.1043,6.19001e-08,6.19001e-08,4,4,0,-1.5691e-17,-1.43321e-17,-0.100003,0.201739,-0.100669,-3.6378e-17,1.9776e-17,1.10472e-17,-0.100003,0.201739,-0.100669,2.29322e-17,2.06488e-16,-3.41641e-16,-9.82352e-09,1.0882e-06,3.85757e-06,-6.00219e-16,-1.03791e-16,3.8789e-16,-9.82352e-09,1.0882e-06,3.85757e-06,-1.34517e-15,4.91812e-16,8.61633e-16,0.000150988,-0.0782513,0.0200745,1.09847e-15,-6.23042e-16,-8.86972e-16,0.000150988,-0.0782513,0.0200745,-6.74441e-16
0.51,0,0,0.00307339,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,3.07361e-17,-0.00279893,10.1043,10.1043,6.18282e-08,6.18282e-08,4,4,0,-1.47935e-17,-1.51001e-17,-0.100003,0.201739,-0.100669,-3.71672e-17,1.89281e-17,1.18384e-17,-0.100003,0.201739,-0.100669,2.01957e-17,4.48737e-16,-3.84025e-16,-1.07513e-08,1.09976e-06,3.84727e-06,-3.94556e-16,-4.2395e-16,3.95622e-16,-1.07513e-08,1.09976e-06,3.84727e-06,-1.36825e-15,4.4142e-16,8.60514e-16,0.00015099,-0.0782514,0.0200742,1.13602e-15,-5.78548e-16,-8.20253e-16,0.00015099,-0.0782514,0.0200742,-5.87844e-16
0.512,0,0,0.00307339,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,3.01874e-17,-0.00279894,10.1043,10.1043,6.17688e-08,6.17688e-08,4,4,0,-1.33144e-17,-1.60081e-17,-0.100003,0.201739,-0.100669,-3.73157e-17,1.74829e-17,1.25832e-17,-0.100003,0.201739,-0.100669,1.73667e-17,7.39565e-16,-4.53997e-16,-1.16377e-08,1.10876e-06,3.82905e-06,-7.42574e-17,-7.22591e-16,3.72395e-16,-1.16377e-08,1.10876e-06,3.82905e-06,-1.41452e-15,3.8011e-16,9.36969e-16,0.000150993,-0.0782515,0.020074,1.14438e-15,-5.07667e-16,-8.53733e-16,0.000150993,-0.0782515,0.020074,-5.04032e-16
0.514,0,0,0.00307339,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.96053e-17,-0.00279895,10.1043,10.1043,6.17216e-08,6.17216e-08,4,4,0,-1.12915e-17,-1.69833e-17,-0.100003,0.201739,-0.100669,-3.71566e-17,1.54284e-17,1.32575e-17,-0.100003,0.201739,-0.100669,1.43234e-17,1.01143e-15,-4.87617e-16,-1.24816e-08,1.11523e-06,3.80308e-06,7.95146e-17,-1.02728e-15,3.37138e-16,-1.24816e-08,1.11523e-06,3.80308e-06,-1.52166e-15,2.94455e-16,1.05239e-15,0.000150995,-0.0782516,0.0200738,1.125e-15,-4.21921e-16,-8.46806e-16,0.000150995,-0.0782516,0.0200738,-4.15717e-16
0.516,0,0,0.00307339,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.86999e-17,-0.00279896,10.1043,10.1043,6.16866e-08,6.16866e-08,4,4,0,-8.81234e-18,-1.76685e-17,-0.100003,0.201739,-0.100669,-3.67589e-17,1.28036e-17,1.36065e-17,-0.100003,0.201739,-0.100669,1.14692e-17,1.23959e-15,-3.42596e-16,-1.3282e-08,1.11921e-06,3.76959e-06,1.98853e-16,-1.31238e-15,1.7449e-16,-1.3282e-08,1.11921e-06,3.76959e-06,-1.42709e-15,1.95179e-16,1.12402e-15,0.000150998,-0.0782517,0.0200736,1.10878e-15,-3.17037e-16,-8.22602e-16,0.000150998,-0.0782517,0.0200736,-3.16442e-16
0.518,0,0,0.00307338,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.76251e-17,-0.00279897,10.1043,10.1043,6.16636e-08,6.16636e-08,4,4,0,-5.91696e-18,-1.81818e-17,-0.100003,0.201739,-0.100669,-3.61741e-17,9.97108e-18,1.37967e-17,-0.100003,0.201739,-0.100669,8.34636e-18,1.44769e-15,-2.56607e-16,-1.40383e-08,1.12074e-06,3.72879e-06,2.92428e-16,-1.41628e-15,9.51199e-17,-1.40383e-08,1.12074e-06,3.72879e-06,-1.56141e-15,8.8419e-17,9.61811e-16,0.000151,-0.0782518,0.0200733,1.08797e-15,-1.97825e-16,-6.28095e-16,0.000151,-0.0782518,0.0200733,-2.37855e-16
0.52,0,0,0.00307338,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.63488e-17,-0.00279899,10.1043,10.1043,6.16523e-08,6.16523e-08,4,4,0,-2.72585e-18,-1.85037e-17,-0.100003,0.201739,-0.100669,-3.48935e-17,6.91464e-18,1.37462e-17,-0.100003,0.201739,-0.100669,5.03281e-18,1.59555e-15,-1.60955e-16,-1.47495e-08,1.11987e-06,3.68092e-06,6.40293e-16,-1.52822e-15,-2.52661e-17,-1.47495e-08,1.11987e-06,3.68092e-06,-1.65677e-15,-2.79824e-17,8.68841e-16,0.000151003,-0.0782519,0.0200731,1.06346e-15,-9.81011e-17,-5.33776e-16,0.000151003,-0.0782519,0.0200731,-1.34173e-16
0.522,0,0,0.00307338,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.50701e-17,-0.002799,10.1043,10.1043,6.16526e-08,6.16526e-08,4,4,0,6.50695e-19,-1.87804e-17,-0.100003,0.201739,-0.100669,-3.32592e-17,3.55015e-18,1.36287e-17,-0.100003,0.201739,-0.100669,1.7419e-18,1.68827e-15,-1.3835e-16,-1.54152e-08,1.11665e-06,3.62622e-06,8.17162e-16,-1.68224e-15,-5.87626e-17,-1.54152e-08,1.11665e-06,3.62622e-06,-1.64546e-15,-1.44703e-16,7.57953e-16,0.000151005,-0.078252,0.0200729,9.99147e-16,9.48235e-18,-3.80544e-16,0.000151005,-0.078252,0.0200729,-2.76687e-17
0.524,0,0,0.00307338,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.37133e-17,-0.00279901,10.1043,10.1043,6.16643e-08,6.16643e-08,4,4,0,4.08474e-18,-1.89592e-17,-0.100003,0.201739,-0.100669,-3.21281e-17,1.68879e-19,1.34215e-17,-0.100003,0.201739,-0.100669,-1.25858e-18,1.71702e-15,-8.94087e-17,-1.60349e-08,1.11112e-06,3.56495e-06,5.65533e-16,-1.69063e-15,-1.03567e-16,-1.60349e-08,1.11112e-06,3.56495e-06,-1.50024e-15,-2.5916e-16,7.37766e-16,0.000151007,-0.0782521,0.0200727,9.36953e-16,1.3228e-16,-3.34804e-16,0.000151007,-0.0782521,0.0200727,7.02164e-17
0.526,0,0,0.00307338,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.22422e-17,-0.00279902,10.1043,10.1043,6.1687e-08,6.1687e-08,4,4,0,7.49263e-18,-1.90418e-17,-0.100003,0.201739,-0.100669,-3.05953e-17,-3.17339e-18,1.30482e-17,-0.100003,0.201739,-0.100669,-3.90342e-18,1.70395e-15,-4.13032e-17,-1.66082e-08,1.10336e-06,3.49736e-06,7.66413e-16,-1.67114e-15,-1.86666e-16,-1.66082e-08,1.10336e-06,3.49736e-06,-1.32242e-15,-3.66262e-16,6.81452e-16,0.00015101,-0.0782522,0.0200725,9.2175e-16,2.34908e-16,-2.72126e-16,0.00015101,-0.0782522,0.0200725,1.49422e-16
0.528,0,0,0.00307338,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.13977e-17,-0.00279903,10.1043,10.1043,6.17205e-08,6.17205e-08,4,4,0,1.06388e-17,-1.96766e-17,-0.100003,0.201739,-0.100669,-2.92645e-17,-6.32748e-18,1.30881e-17,-0.100003,0.201739,-0.100669,-6.05063e-18,1.57311e-15,-3.17385e-16,-1.71347e-08,1.09341e-06,3.42374e-06,6.65401e-16,-1.57704e-15,1.99403e-17,-1.71347e-08,1.09341e-06,3.42374e-06,-1.0736e-15,-4.66643e-16,6.23306e-16,0.000151012,-0.0782523,0.0200723,8.60813e-16,3.32409e-16,-1.56201e-16,0.000151012,-0.0782523,0.0200723,2.15532e-16
0.53,0,0,0.00307337,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,2.02673e-17,-0.00279904,10.1043,10.1043,6.17646e-08,6.17646e-08,4,4,0,1.33641e-17,-2.00396e-17,-0.100003,0.201739,-0.100669,-2.75173e-17,-9.28221e-18,1.28376e-17,-0.100003,0.201739,-0.100669,-8.08305e-18,1.36263e-15,-1.81515e-16,-1.76144e-08,1.08136e-06,3.34435e-06,8.73601e-16,-1.47736e-15,-1.25252e-16,-1.76144e-08,1.08136e-06,3.34435e-06,-1.01621e-15,-5.42458e-16,9.9028e-16,0.000151015,-0.0782524,0.0200721,8.28407e-16,4.13676e-16,-4.17772e-16,0.000151015,-0.0782524,0.0200721,2.61428e-16
0.532,0,0,0.00307337,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.89485e-17,-0.00279905,10.1043,10.1043,6.18188e-08,6.18188e-08,4,4,0,1.56999e-17,-2.02e-17,-0.100003,0.201739,-0.100669,-2.58632e-17,-1.20051e-17,1.23803e-17,-0.100003,0.201739,-0.100669,-9.75622e-18,1.16788e-15,-8.02002e-17,-1.80472e-08,1.06725e-06,3.25948e-06,8.27044e-16,-1.36143e-15,-2.28632e-16,-1.80472e-08,1.06725e-06,3.25948e-06,-8.36584e-16,-5.9434e-16,8.29941e-16,0.000151017,-0.0782525,0.0200719,7.60495e-16,4.88169e-16,-2.27278e-16,0.000151017,-0.0782525,0.0200719,3.18129e-16
0.534,0,0,0.00307337,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.84548e-17,-0.00279906,10.1043,10.1043,6.1883e-08,6.1883e-08,4,4,0,1.75056e-17,-2.09255e-17,-0.100003,0.201739,-0.100669,-2.48567e-17,-1.43073e-17,1.24689e-17,-0.100003,0.201739,-0.100669,-1.1145e-17,9.02878e-16,-3.6278e-16,-1.8433e-08,1.05117e-06,3.16942e-06,5.03254e-16,-1.15114e-15,4.42796e-17,-1.8433e-08,1.05117e-06,3.16942e-06,-6.94406e-16,-6.36768e-16,7.07072e-16,0.000151019,-0.0782526,0.0200717,7.14337e-16,5.53398e-16,-8.32767e-17,0.000151019,-0.0782526,0.0200717,3.54955e-16
0.536,0,0,0.00307337,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.7576e-17,-0.00279907,10.1043,10.1043,6.19567e-08,6.19567e-08,4,4,0,1.87414e-17,-2.13293e-17,-0.100003,0.201739,-0.100669,-2.31833e-17,-1.61905e-17,1.22289e-17,-0.100003,0.201739,-0.100669,-1.29296e-17,6.17898e-16,-2.01852e-16,-1.8772e-08,1.03319e-06,3.07446e-06,8.36685e-16,-9.41588e-16,-1.19958e-16,-1.8772e-08,1.03319e-06,3.07446e-06,-8.92266e-16,-6.53326e-16,1.08496e-15,0.000151021,-0.0782526,0.0200715,7.08242e-16,5.92617e-16,-4.29869e-16,0.000151021,-0.0782526,0.0200715,3.86036e-16
0.538,0,0,0.00307337,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.65354e-17,-0.00279908,10.1043,10.1043,6.20396e-08,6.20396e-08,4,4,0,1.95433e-17,-2.16677e-17,-0.100003,0.201739,-0.100669,-2.14743e-17,-1.76307e-17,1.1712e-17,-0.100003,0.201739,-0.100669,-1.44116e-17,4.00928e-16,-1.69244e-16,-1.90645e-08,1.01339e-06,2.97491e-06,8.54485e-16,-7.20081e-16,-2.58491e-16,-1.90645e-08,1.01339e-06,2.97491e-06,-7.41002e-16,-6.49949e-16,8.94261e-16,0.000151024,-0.0782527,0.0200714,6.33224e-16,6.19368e-16,-2.15692e-16,0.000151024,-0.0782527,0.0200714,4.54299e-16
0.54,0,0,0.00307337,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.61312e-17,-0.00279909,10.1043,10.1043,6.21313e-08,6.21313e-08,4,4,0,1.98711e-17,-2.2514e-17,-0.100003,0.201739,-0.100669,-2.00336e-17,-1.84336e-17,1.14971e-17,-0.100003,0.201739,-0.100669,-1.46816e-17,1.63909e-16,-4.23139e-16,-1.93107e-08,9.91836e-07,2.87107e-06,7.20377e-16,-4.01465e-16,-1.07425e-16,-1.93107e-08,9.91836e-07,2.87107e-06,-1.3501e-16,-6.43207e-16,8.63321e-16,0.000151026,-0.0782528,0.0200712,5.8063e-16,6.31131e-16,-2.55964e-17,0.000151026,-0.0782528,0.0200712,4.87501e-16
0.542,0,0,0.00307336,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,1.48772e-17,-0.0027991,10.1043,10.1043,6.22316e-08,6.22316e-08,4,4,0,1.98144e-17,-2.26386e-17,-0.100003,0.201739,-0.100669,-1.85025e-17,-1.8759e-17,1.06448e-17,-0.100003,0.201739,-0.100669,-1.48875e-17,-2.8322e-17,-6.22726e-17,-1.95111e-08,9.68619e-07,2.76324e-06,7.65553e-16,-1.62714e-16,-4.26132e-16,-1.95111e-08,9.68619e-07,2.76324e-06,-1.02958e-16,-6.19398e-16,1.20868e-15,0.000151028,-0.0782529,0.020071,5.47389e-16,6.09994e-16,-2.09531e-16,0.000151028,-0.0782529,0.020071,4.50497e-16
0.544,0,0,0.00307336,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.38435e-17,-0.00279911,10.1043,10.1043,6.23399e-08,6.23399e-08,4,4,0,1.91547e-17,-2.28323e-17,-0.100003,0.201739,-0.100669,-1.6648e-17,-1.85309e-17,9.92783e-18,-0.100003,0.201739,-0.100669,-1.49708e-17,-3.29852e-16,-9.68523e-17,-1.96661e-08,9.4382e-07,2.65174e-06,9.27241e-16,1.14056e-16,-3.58511e-16,-1.96661e-08,9.4382e-07,2.65174e-06,-4.1666e-17,-5.90413e-16,7.57636e-16,0.00015103,-0.0782529,0.0200709,4.98093e-16,5.85867e-16,2.17686e-16,0.00015103,-0.0782529,0.0200709,4.54288e-16
0.546,0,0,0.00307336,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.29654e-17,-0.00279911,10.1043,10.1043,6.24559e-08,6.24559e-08,4,4,0,1.79989e-17,-2.30458e-17,-0.100003,0.201739,-0.100669,-1.47569e-17,-1.79025e-17,9.3173e-18,-0.100003,0.201739,-0.100669,-1.50428e-17,-5.77926e-16,-1.06764e-16,-1.97764e-08,9.17522e-07,2.53687e-06,9.45529e-16,3.14209e-16,-3.05266e-16,-1.97764e-08,9.17522e-07,2.53687e-06,-3.60023e-17,-5.27821e-16,8.07026e-16,0.000151032,-0.078253,0.0200707,4.30424e-16,5.39738e-16,1.53977e-16,0.000151032,-0.078253,0.0200707,4.52226e-16
0.548,0,0,0.00307336,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,1.20516e-17,-0.00279912,10.1043,10.1043,6.25793e-08,6.25793e-08,4,4,0,1.64964e-17,-2.32879e-17,-0.100003,0.201739,-0.100669,-1.21073e-17,-1.6719e-17,8.63237e-18,-0.100003,0.201739,-0.100669,-1.57542e-17,-7.51256e-16,-1.21032e-16,-1.98426e-08,8.89812e-07,2.41894e-06,1.32481e-15,5.91757e-16,-3.42465e-16,-1.98426e-08,8.89812e-07,2.41894e-06,-3.55676e-16,-4.57933e-16,8.25923e-16,0.000151034,-0.0782531,0.0200706,3.72331e-16,4.92475e-16,1.05191e-16,0.000151034,-0.0782531,0.0200706,4.53965e-16
0.55,0,0,0.00307336,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.18851e-17,-0.00279913,10.1043,10.1043,6.27095e-08,6.27095e-08,4,4,0,1.45565e-17,-2.39729e-17,-0.100003,0.201739,-0.100669,-9.57993e-18,-1.49756e-17,8.49658e-18,-0.100003,0.201739,-0.100669,-1.6341e-17,-9.69928e-16,-3.42535e-16,-1.98655e-08,8.60776e-07,2.29827e-06,1.26369e-15,8.71684e-16,-6.7893e-17,-1.98655e-08,8.60776e-07,2.29827e-06,-2.93401e-16,-3.88255e-16,8.51166e-16,0.000151036,-0.0782531,0.0200705,2.64612e-16,4.17574e-16,1.72619e-16,0.000151036,-0.0782531,0.0200705,4.99099e-16
0.552,0,0,0.00307336,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.15387e-17,-0.00279914,10.1043,10.1043,6.28462e-08,6.28462e-08,4,4,0,1.23339e-17,-2.44047e-17,-0.100003,0.201739,-0.100669,-7.20782e-18,-1.29237e-17,8.16902e-18,-0.100003,0.201739,-0.100669,-1.59474e-17,-1.11131e-15,-2.15909e-16,-1.98459e-08,8.30503e-07,2.17516e-06,1.18605e-15,1.02596e-15,-1.63778e-16,-1.98459e-08,8.30503e-07,2.17516e-06,1.96808e-16,-2.9902e-16,1.15087e-15,0.000151038,-0.0782532,0.0200703,1.9334e-16,3.25539e-16,-1.69336e-16,0.000151038,-0.0782532,0.0200703,5.12068e-16
0.554,0,0,0.00307336,-3.3684e-18,0.201035,0.0330933,-0.0275,-0.0275,1.11765e-17,-0.00279915,10.1043,10.1043,6.2989e-08,6.2989e-08,4,4,0,9.81099e-18,-2.47017e-17,-0.100003,0.201739,-0.100669,-4.8108e-18,-1.05235e-17,7.77147e-18,-0.100003,0.201739,-0.100669,-1.53863e-17,-1.26144e-15,-1.48467e-16,-1.97846e-08,7.99083e-07,2.04993e-06,1.19851e-15,1.2001e-15,-1.98775e-16,-1.97846e-08,7.99083e-07,2.04993e-06,2.80536e-16,-2.12273e-16,1.00424e-15,0.000151039,-0.0782532,0.0200702,1.27955e-16,2.42082e-16,-3.86698e-17,0.000151039,-0.0782532,0.0200702,4.63773e-16
0.556,0,0,0.00307335,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,1.08498e-17,-0.00279915,10.1043,10.1043,6.31373e-08,6.31373e-08,4,4,0,7.16199e-18,-2.50394e-17,-0.100003,0.201739,-0.100669,-2.39556e-18,-7.98871e-18,7.19443e-18,-0.100003,0.201739,-0.100669,-1.38517e-17,-1.3245e-15,-1.68844e-16,-1.96828e-08,7.66603e-07,1.92289e-06,1.20762e-15,1.2674e-15,-2.88521e-16,-1.96828e-08,7.66603e-07,1.92289e-06,7.67321e-16,-1.15276e-16,9.28156e-16,0.000151041,-0.0782533,0.0200701,5.51176e-17,1.45359e-16,1.73611e-17,0.000151041,-0.0782533,0.0200701,4.40709e-16
0.558,0,0,0.00307335,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,1.00427e-17,-0.00279916,10.1043,10.1043,6.32909e-08,6.32909e-08,4,4,0,4.56938e-18,-2.48849e-17,-0.100003,0.201739,-0.100669,9.99728e-21,-5.56848e-18,6.22079e-18,-0.100003,0.201739,-0.100669,-1.16252e-17,-1.2963e-15,7.72396e-17,-1.95413e-08,7.33155e-07,1.79433e-06,1.20278e-15,1.21011e-15,-4.86822e-16,-1.95413e-08,7.33155e-07,1.79433e-06,1.11321e-15,-2.6855e-17,9.63966e-16,0.000151043,-0.0782533,0.02007,-1.80175e-17,5.97619e-17,1.47775e-16,0.000151043,-0.0782533,0.02007,3.58437e-16
0.56,0,0,0.00307335,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,9.77572e-18,-0.00279917,10.1043,10.1043,6.34493e-08,6.34493e-08,4,4,0,1.97572e-18,-2.51379e-17,-0.100003,0.201739,-0.100669,1.96707e-18,-3.25818e-18,5.66322e-18,-0.100003,0.201739,-0.100669,-9.93371e-18,-1.29683e-15,-1.2651e-16,-1.93613e-08,6.98829e-07,1.66457e-06,9.78537e-16,1.15515e-15,-2.78783e-16,-1.93613e-08,6.98829e-07,1.66457e-06,8.45768e-16,4.69206e-17,6.49206e-16,0.000151044,-0.0782534,0.0200699,-8.98243e-17,-4.71384e-18,4.26892e-16,0.000151044,-0.0782534,0.0200699,2.659e-16
0.562,0,0,0.00307335,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,9.91933e-18,-0.00279917,10.1043,10.1043,6.3612e-08,6.3612e-08,4,4,0,-3.89711e-19,-2.55424e-17,-0.100003,0.201739,-0.100669,4.06039e-18,-1.06083e-18,5.3702e-18,-0.100003,0.201739,-0.100669,-7.77523e-18,-1.18271e-15,-2.02227e-16,-1.91439e-08,6.63716e-07,1.53389e-06,1.04666e-15,1.09868e-15,-1.46512e-16,-1.91439e-08,6.63716e-07,1.53389e-06,1.07924e-15,1.24806e-16,9.13572e-16,0.000151046,-0.0782534,0.0200698,-1.31846e-16,-6.62202e-17,1.81438e-16,0.000151046,-0.0782534,0.0200698,2.3506e-16
0.564,0,0,0.00307335,-5.05259e-18,0.201035,0.0330933,-0.0275,-0.0275,1.00518e-17,-0.00279918,10.1043,10.1043,6.37786e-08,6.37786e-08,4,4,0,-2.58765e-18,-2.57607e-17,-0.100003,0.201739,-0.100669,6.03729e-18,8.30584e-19,5.02796e-18,-0.100003,0.201739,-0.100669,-5.07567e-18,-1.09897e-15,-1.0919e-16,-1.88904e-08,6.27905e-07,1.4026e-06,9.88453e-16,9.45706e-16,-1.71117e-16,-1.88904e-08,6.27905e-07,1.4026e-06,1.34978e-15,1.7957e-16,1.02113e-15,0.000151047,-0.0782535,0.0200697,-1.99716e-16,-1.24126e-16,2.35351e-17,0.000151047,-0.0782535,0.0200697,1.52928e-16
