t,com_des_y,com_ff_y,com_x,com_y,com_z,margin_full,margin_left,margin_right,pelvis_roll,pelvis_pitch,Fn_left,Fn_right,slip_left,slip_right,n_contact_left,n_contact_right,sat_count,q_l_hip_yaw,q_l_hip_roll,q_l_hip_pitch,q_l_knee_pitch,q_l_ankle_pitch,q_l_ankle_roll,q_r_hip_yaw,q_r_hip_roll,q_r_hip_pitch,q_r_knee_pitch,q_r_ankle_pitch,q_r_ankle_roll,qd_l_hip_yaw,qd_l_hip_roll,qd_l_hip_pitch,qd_l_knee_pitch,qd_l_ankle_pitch,qd_l_ankle_roll,qd_r_hip_yaw,qd_r_hip_roll,qd_r_hip_pitch,qd_r_knee_pitch,qd_r_ankle_pitch,qd_r_ankle_roll,tau_l_hip_yaw,tau_l_hip_roll,tau_l_hip_pitch,tau_l_knee_pitch,tau_l_ankle_pitch,tau_l_ankle_roll,tau_r_hip_yaw,tau_r_hip_roll,tau_r_hip_pitch,tau_r_knee_pitch,tau_r_ankle_pitch,tau_r_ankle_roll
19.332,-0.0386388,-0.0386388,0.002869,-0.0428159,0.195913,0.027992,-0.0329937,0.0169999,0.0113951,-0.00362328,5.23554,14.9857,0.00216241,0.00134479,3,3,0,-2.1146e-05,0.227558,-0.0993837,0.201012,-0.0997769,-0.228394,3.82884e-05,-0.24208,-0.100632,0.202404,-0.101378,0.234559,2.04012e-05,-0.043255,-0.000156082,0.000245727,-0.000562839,0.0453961,-4.29725e-05,0.0448445,0.000174269,-0.000406952,-0.000255872,-0.0476628,0.000631554,-0.0279347,-0.0275114,-0.0456796,-0.00666535,0.103968,-0.0011443,0.461694,0.0282042,-0.107917,0.0413587,-0.288884
19.334,-0.038623,-0.038623,0.00286936,-0.0428,0.195917,0.0280086,-0.0329942,0.0169833,0.0113866,-0.00362091,5.23902,14.9821,0.00216244,0.00134412,3,3,0,-2.11212e-05,0.227471,-0.099384,0.201012,-0.099778,-0.228303,3.82145e-05,-0.241989,-0.100632,0.202403,-0.101379,0.234463,1.23998e-05,-0.0435125,-0.00015871,0.00024004,-0.000573516,0.0456688,-3.69658e-05,0.045123,0.00017659,-0.00040953,-0.000261194,-0.047936,0.000631485,-0.0278158,-0.0274933,-0.0456978,-0.00663023,0.104026,-0.00114255,0.461454,0.0281847,-0.107878,0.0413747,-0.288807
19.336,-0.0386071,-0.0386071,0.00286973,-0.042784,0.195921,0.0280253,-0.0329946,0.0169666,0.011378,-0.00361851,5.24249,14.9784,0.00216247,0.00134346,3,3,0,-2.11117e-05,0.227384,-0.0993843,0.201013,-0.0997792,-0.228211,3.81526e-05,-0.241899,-0.100632,0.202402,-0.101379,0.234367,4.75373e-06,-0.0437687,-0.000161293,0.000234473,-0.000582684,0.0459417,-3.09463e-05,0.0454008,0.000178763,-0.000412026,-0.000265932,-0.0482108,0.000631876,-0.0276977,-0.027475,-0.0457154,-0.00659462,0.104083,-0.00114119,0.461213,0.0281652,-0.10784,0.0413909,-0.288727
19.338,-0.0385912,-0.0385912,0.0028701,-0.0427679,0.195925,0.0280422,-0.0329951,0.0169498,0.0113693,-0.00361609,5.24596,14.9748,0.00216249,0.00134279,3,3,0,-2.11164e-05,0.227296,-0.0993846,0.201013,-0.0997804,-0.228118,3.81025e-05,-0.241807,-0.100631,0.202401,-0.10138,0.23427,-2.32606e-06,-0.0440237,-0.000163795,0.000229132,-0.000590245,0.0462146,-2.50566e-05,0.0456777,0.000180763,-0.000414425,-0.000269952,-0.0484869,0.000632676,-0.0275805,-0.0274565,-0.0457327,-0.00655863,0.104138,-0.00114018,0.460971,0.0281458,-0.107801,0.0414074,-0.288646
19.34,-0.0385751,-0.0385751,0.00287048,-0.0427517,0.195929,0.0280591,-0.0329955,0.0169329,0.0113606,-0.00361364,5.24942,14.9712,0.0021625,0.00134211,3,3,0,-2.11337e-05,0.227207,-0.099385,0.201014,-0.0997816,-0.228025,3.80636e-05,-0.241715,-0.100631,0.2024,-0.10138,0.234172,-8.6477e-06,-0.0442774,-0.000166177,0.000224118,-0.000596122,0.0464869,-1.94356e-05,0.0459538,0.000182569,-0.00041671,-0.000273125,-0.048764,0.000633821,-0.0274642,-0.0274378,-0.0457496,-0.00652237,0.104191,-0.00113952,0.460727,0.0281264,-0.107762,0.0414241,-0.288563
19.342,-0.038559,-0.038559,0.00287086,-0.0427354,0.195934,0.0280761,-0.032996,0.0169158,0.0113518,-0.00361117,5.25288,14.9675,0.00216251,0.00134143,3,3,0,-2.11617e-05,0.227118,-0.0993853,0.201014,-0.0997828,-0.227932,3.80352e-05,-0.241623,-0.100631,0.202399,-0.101381,0.234074,-1.40443e-05,-0.0445299,-0.000168406,0.000219522,-0.000600264,0.0467583,-1.42145e-05,0.046229,0.000184162,-0.000418859,-0.000275331,-0.0490416,0.000635237,-0.0273489,-0.0274192,-0.0457663,-0.00648594,0.104243,-0.00113915,0.460483,0.0281072,-0.107723,0.0414408,-0.288477
19.344,-0.0385428,-0.0385428,0.00287125,-0.042719,0.195938,0.0280933,-0.0329964,0.0168987,0.0113429,-0.00360867,5.25634,14.9639,0.00216251,0.00134074,3,3,0,-2.11985e-05,0.227028,-0.0993856,0.201014,-0.099784,-0.227838,3.80161e-05,-0.24153,-0.10063,0.202399,-0.101381,0.233976,-1.83786e-05,-0.0447813,-0.000170453,0.000215431,-0.000602643,0.0470284,-9.51244e-06,0.0465032,0.000185532,-0.000420851,-0.00027646,-0.0493193,0.000636846,-0.0272347,-0.0274006,-0.0457828,-0.00644946,0.104293,-0.00113904,0.460239,0.0280882,-0.107683,0.0414576,-0.28839
19.346,-0.0385265,-0.0385265,0.00287165,-0.0427025,0.195942,0.0281105,-0.0329969,0.0168814,0.011334,-0.00360616,5.2598,14.9602,0.00216251,0.00134005,3,3,0,-2.12416e-05,0.226938,-0.099386,0.201015,-0.0997852,-0.227743,3.80053e-05,-0.241436,-0.10063,0.202398,-0.101382,0.233876,-2.15469e-05,-0.0450315,-0.000172291,0.000211917,-0.000603252,0.0472968,-5.43353e-06,0.0467765,0.000186672,-0.00042266,-0.000276418,-0.0495967,0.000638564,-0.0271214,-0.0273821,-0.0457994,-0.00641304,0.104341,-0.00113913,0.459993,0.0280694,-0.107644,0.0414743,-0.288301
19.348,-0.0385102,-0.0385102,0.00287204,-0.0426859,0.195946,0.0281279,-0.0329974,0.0168641,0.011325,-0.00360363,5.26325,14.9566,0.00216249,0.00133936,3,3,0,-2.12886e-05,0.226848,-0.0993863,0.201015,-0.0997864,-0.227648,3.80012e-05,-0.241342,-0.100629,0.202397,-0.101383,0.233777,-2.34816e-05,-0.0452806,-0.000173902,0.000209045,-0.00060211,0.0475632,-2.06343e-06,0.0470489,0.00018758,-0.000424261,-0.000275125,-0.0498733,0.000640306,-0.0270091,-0.0273637,-0.045816,-0.00637677,0.104388,-0.00113939,0.459747,0.0280508,-0.107605,0.0414909,-0.288209
19.35,-0.0384937,-0.0384937,0.00287245,-0.0426691,0.19595,0.0281453,-0.0329978,0.0168466,0.0113159,-0.00360109,5.2667,14.9529,0.00216247,0.00133866,3,3,0,-2.13369e-05,0.226757,-0.0993867,0.201016,-0.0997876,-0.227553,3.80022e-05,-0.241248,-0.100629,0.202396,-0.101383,0.233676,-2.41527e-05,-0.0455286,-0.00017527,0.000206862,-0.000599255,0.0478273,5.32867e-07,0.0473202,0.00018826,-0.000425626,-0.000272518,-0.0501489,0.00064199,-0.0268978,-0.0273456,-0.0458328,-0.00634078,0.104434,-0.00113974,0.4595,0.0280325,-0.107566,0.0415072,-0.288116
19.352,-0.0384772,-0.0384772,0.00287285,-0.0426523,0.195955,0.0281629,-0.0329983,0.0168291,0.0113068,-0.00359855,5.27016,14.9493,0.00216245,0.00133796,3,3,0,-2.1384e-05,0.226665,-0.099387,0.201016,-0.0997888,-0.227456,3.80068e-05,-0.241152,-0.100629,0.202395,-0.101384,0.233575,-2.35681e-05,-0.0457758,-0.000176387,0.000205406,-0.000594748,0.0480889,2.31277e-06,0.0475906,0.000188721,-0.000426726,-0.000268553,-0.0504229,0.000643534,-0.0267874,-0.0273277,-0.0458499,-0.00630514,0.104479,-0.00114014,0.459253,0.0280145,-0.107526,0.0415233,-0.28802
19.354,-0.0384606,-0.0384606,0.00287326,-0.0426354,0.195959,0.0281806,-0.0329988,0.0168114,0.0112976,-0.00359599,5.27361,14.9457,0.00216241,0.00133726,3,3,0,-2.14275e-05,0.226573,-0.0993874,0.201017,-0.09979,-0.22736,3.80134e-05,-0.241057,-0.100628,0.202394,-0.101384,0.233474,-2.17726e-05,-0.046022,-0.00017725,0.000204699,-0.000588667,0.0483477,3.25704e-06,0.04786,0.000188976,-0.000427536,-0.000263205,-0.050695,0.000644865,-0.0266779,-0.0273101,-0.0458674,-0.00626996,0.104523,-0.00114053,0.459005,0.0279968,-0.107487,0.041539,-0.287923
19.356,-0.0384439,-0.0384439,0.00287367,-0.0426184,0.195963,0.0281983,-0.0329992,0.0167936,0.0112884,-0.00359343,5.27707,14.942,0.00216236,0.00133655,3,3,0,-2.14652e-05,0.226481,-0.0993878,0.201017,-0.0997911,-0.227262,3.80201e-05,-0.24096,-0.100628,0.202393,-0.101385,0.233372,-1.88462e-05,-0.0462674,-0.000177863,0.00020475,-0.000581107,0.0486037,3.37005e-06,0.0481284,0.000189043,-0.000428028,-0.000256468,-0.0509651,0.000645917,-0.0265692,-0.0272928,-0.0458853,-0.00623532,0.104565,-0.00114086,0.458757,0.0279794,-0.107448,0.0415541,-0.287824
19.358,-0.0384271,-0.0384271,0.00287408,-0.0426013,0.195967,0.0282162,-0.0329997,0.0167758,0.0112791,-0.00359086,5.28052,14.9384,0.00216231,0.00133585,3,3,0,-2.1495e-05,0.226388,-0.0993881,0.201017,-0.0997923,-0.227165,3.80255e-05,-0.240864,-0.100628,0.202393,-0.101385,0.23327,-1.49003e-05,-0.046512,-0.000178235,0.000205552,-0.000572181,0.0488567,2.67919e-06,0.0483958,0.000188944,-0.000428178,-0.000248357,-0.0512327,0.000646632,-0.0264613,-0.0272759,-0.0459038,-0.0062013,0.104607,-0.00114108,0.458509,0.0279623,-0.107409,0.0415688,-0.287723
19.36,-0.0384102,-0.0384102,0.0028745,-0.0425841,0.195972,0.0282342,-0.0330002,0.0167578,0.0112698,-0.0035883,5.28399,14.9348,0.00216225,0.00133514,3,3,0,-2.15152e-05,0.226294,-0.0993885,0.201018,-0.0997934,-0.227067,3.80279e-05,-0.240766,-0.100627,0.202392,-0.101386,0.233167,-1.00744e-05,-0.0467559,-0.000178379,0.000207089,-0.000562011,0.0491067,1.23363e-06,0.0486623,0.000188701,-0.000427964,-0.000238906,-0.0514976,0.000646966,-0.026354,-0.0272592,-0.0459229,-0.00616797,0.104649,-0.00114114,0.45826,0.0279454,-0.107371,0.0415828,-0.287621
19.362,-0.0383933,-0.0383933,0.00287492,-0.0425668,0.195976,0.0282523,-0.0330006,0.0167397,0.0112604,-0.00358573,5.28745,14.9312,0.00216217,0.00133443,3,3,0,-2.15242e-05,0.2262,-0.0993888,0.201018,-0.0997945,-0.226968,3.80261e-05,-0.240668,-0.100627,0.202391,-0.101386,0.233063,-4.5308e-06,-0.0469993,-0.000178315,0.00020933,-0.000550733,0.0493535,-8.9756e-07,0.0489279,0.000188342,-0.000427367,-0.000228166,-0.0517596,0.000646886,-0.0262474,-0.027243,-0.0459426,-0.00613539,0.10469,-0.00114101,0.45801,0.0279288,-0.107332,0.041596,-0.287518
19.364,-0.0383763,-0.0383763,0.00287534,-0.0425494,0.19598,0.0282705,-0.0330011,0.0167215,0.011251,-0.00358318,5.29093,14.9276,0.00216209,0.00133372,3,3,0,-2.15211e-05,0.226106,-0.0993892,0.201019,-0.0997956,-0.226869,3.80189e-05,-0.24057,-0.100626,0.20239,-0.101387,0.232959,1.55073e-06,-0.0472421,-0.000178066,0.000212234,-0.00053849,0.0495974,-3.62796e-06,0.0491927,0.000187893,-0.000426374,-0.000216208,-0.0520187,0.00064637,-0.0261413,-0.027227,-0.045963,-0.00610361,0.104731,-0.00114066,0.45776,0.0279124,-0.107294,0.0416085,-0.287413
19.366,-0.0383592,-0.0383592,0.00287576,-0.0425319,0.195985,0.0282887,-0.0330016,0.0167033,0.0112415,-0.00358063,5.29441,14.924,0.002162,0.00133301,3,3,0,-2.15052e-05,0.226011,-0.0993895,0.201019,-0.0997966,-0.226769,3.80052e-05,-0.240471,-0.100626,0.202389,-0.101387,0.232855,7.97881e-06,-0.0474844,-0.000177658,0.000215748,-0.000525431,0.0498382,-6.85676e-06,0.0494566,0.000187384,-0.000424975,-0.000203119,-0.0522747,0.000645414,-0.0260356,-0.0272114,-0.0459841,-0.00607267,0.104772,-0.00114005,0.45751,0.0278962,-0.107257,0.0416202,-0.287307
19.368,-0.038342,-0.038342,0.00287618,-0.0425143,0.195989,0.0283071,-0.0330021,0.0166849,0.011232,-0.00357809,5.2979,14.9204,0.0021619,0.0013323,3,3,0,-2.14761e-05,0.225915,-0.0993899,0.201019,-0.0997976,-0.226669,3.79842e-05,-0.240372,-0.100626,0.202388,-0.101387,0.23275,1.45565e-05,-0.0477263,-0.00017712,0.000219815,-0.000511711,0.0500762,-1.04721e-05,0.0497197,0.000186841,-0.000423165,-0.000189,-0.0525275,0.000644023,-0.0259304,-0.027196,-0.0460059,-0.00604261,0.104813,-0.00113918,0.457259,0.0278801,-0.107219,0.0416309,-0.287201
19.37,-0.0383247,-0.0383247,0.0028766,-0.0424966,0.195994,0.0283256,-0.0330025,0.0166664,0.0112225,-0.00357557,5.30141,14.9169,0.00216178,0.00133159,3,3,0,-2.14339e-05,0.225819,-0.0993902,0.20102,-0.0997986,-0.226568,3.79555e-05,-0.240272,-0.100625,0.202388,-0.101388,0.232644,2.10877e-05,-0.0479679,-0.000176483,0.000224368,-0.000497485,0.0503115,-1.4355e-05,0.049982,0.000186292,-0.000420947,-0.000173964,-0.0527771,0.000642216,-0.0258254,-0.0271809,-0.0460285,-0.00601345,0.104854,-0.00113804,0.457008,0.0278642,-0.107182,0.0416406,-0.287094
19.372,-0.0383074,-0.0383074,0.00287703,-0.0424788,0.195998,0.0283442,-0.033003,0.0166478,0.0112129,-0.00357305,5.30492,14.9133,0.00216166,0.00133088,3,3,0,-2.13791e-05,0.225723,-0.0993906,0.20102,-0.0997996,-0.226467,3.79187e-05,-0.240171,-0.100625,0.202387,-0.101388,0.232538,2.73825e-05,-0.0482092,-0.000175777,0.000229337,-0.000482907,0.0505443,-1.83825e-05,0.0502437,0.000185761,-0.000418329,-0.000158135,-0.0530237,0.000640024,-0.0257206,-0.027166,-0.0460519,-0.00598519,0.104896,-0.00113663,0.456756,0.0278482,-0.107146,0.0416494,-0.286987
19.374,-0.03829,-0.03829,0.00287745,-0.0424609,0.196002,0.0283628,-0.0330035,0.0166292,0.0112033,-0.00357056,5.30845,14.9097,0.00216153,0.00133017,3,3,0,-2.13126e-05,0.225626,-0.0993909,0.201021,-0.0998005,-0.226366,3.78739e-05,-0.24007,-0.100625,0.202386,-0.101388,0.232431,3.32634e-05,-0.0484502,-0.000175035,0.000234646,-0.000468132,0.0507748,-2.24322e-05,0.0505046,0.000185271,-0.000415324,-0.000141646,-0.0532672,0.000637487,-0.0256159,-0.0271513,-0.046076,-0.00595785,0.104938,-0.00113495,0.456504,0.0278324,-0.10711,0.0416571,-0.286879
19.376,-0.0382725,-0.0382725,0.00287787,-0.0424429,0.196007,0.0283816,-0.0330039,0.0166104,0.0111936,-0.00356808,5.31198,14.9062,0.00216139,0.00132947,3,3,0,-2.12355e-05,0.225529,-0.0993913,0.201021,-0.0998014,-0.226264,3.78211e-05,-0.239969,-0.100624,0.202385,-0.101389,0.232324,3.85702e-05,-0.048691,-0.000174286,0.000240222,-0.000453308,0.0510031,-2.63856e-05,0.050765,0.000184843,-0.000411953,-0.000124636,-0.0535078,0.000634657,-0.0255114,-0.0271367,-0.0461008,-0.00593142,0.10498,-0.00113303,0.456251,0.0278164,-0.107075,0.0416638,-0.286771
19.378,-0.0382549,-0.0382549,0.00287829,-0.0424248,0.196011,0.0284005,-0.0330044,0.0165915,0.0111839,-0.00356562,5.31553,14.9026,0.00216123,0.00132876,3,3,0,-2.11491e-05,0.225431,-0.0993916,0.201022,-0.0998023,-0.226161,3.77608e-05,-0.239867,-0.100624,0.202384,-0.101389,0.232217,4.3164e-05,-0.0489316,-0.000173558,0.000245987,-0.000438577,0.0512297,-3.01316e-05,0.0510248,0.000184491,-0.000408244,-0.000107245,-0.0537456,0.000631589,-0.0254068,-0.0271221,-0.0461263,-0.00590588,0.105023,-0.00113089,0.455997,0.0278005,-0.10704,0.0416693,-0.286663
19.38,-0.0382373,-0.0382373,0.00287872,-0.0424066,0.196016,0.0284195,-0.0330049,0.0165726,0.0111742,-0.00356318,5.3191,14.899,0.00216107,0.00132805,3,3,0,-2.10553e-05,0.225332,-0.099392,0.201022,-0.0998032,-0.226058,3.76937e-05,-0.239764,-0.100623,0.202383,-0.101389,0.232109,4.69314e-05,-0.0491721,-0.000172878,0.000251869,-0.000424076,0.0514548,-3.35695e-05,0.0512841,0.00018423,-0.000404228,-8.9617e-05,-0.053981,0.000628347,-0.0253022,-0.0271077,-0.0461524,-0.00588122,0.105067,-0.00112855,0.455743,0.0277844,-0.107006,0.0416738,-0.286555
19.382,-0.0382195,-0.0382195,0.00287914,-0.0423883,0.19602,0.0284385,-0.0330053,0.0165535,0.0111644,-0.00356077,5.32268,14.8955,0.0021609,0.00132735,3,3,0,-2.09557e-05,0.225233,-0.0993923,0.201023,-0.099804,-0.225955,3.76205e-05,-0.239661,-0.100623,0.202383,-0.101389,0.232,4.97864e-05,-0.0494125,-0.000172269,0.000257795,-0.00040993,0.0516786,-3.66121e-05,0.0515429,0.000184069,-0.000399943,-7.18922e-05,-0.054214,0.000624997,-0.0251974,-0.0270931,-0.0461792,-0.0058574,0.105112,-0.00112605,0.455487,0.0277682,-0.106973,0.0416772,-0.286447
19.384,-0.0382017,-0.0382017,0.00287956,-0.0423699,0.196025,0.0284577,-0.0330058,0.0165343,0.0111546,-0.00355837,5.32627,14.8919,0.00216072,0.00132664,3,3,0,-2.08524e-05,0.225134,-0.0993927,0.201023,-0.0998048,-0.225851,3.75421e-05,-0.239557,-0.100623,0.202382,-0.101389,0.231892,5.16728e-05,-0.0496527,-0.000171751,0.000263699,-0.000396255,0.0519015,-3.91875e-05,0.0518013,0.000184013,-0.000395432,-5.42081e-05,-0.054445,0.000621604,-0.0250926,-0.0270786,-0.0462065,-0.00583439,0.105157,-0.00112342,0.455231,0.0277519,-0.106939,0.0416795,-0.28634
19.386,-0.0381838,-0.0381838,0.00287998,-0.0423514,0.19603,0.0284769,-0.0330062,0.0165151,0.0111448,-0.003556,5.32988,14.8884,0.00216053,0.00132594,3,3,0,-2.07472e-05,0.225034,-0.099393,0.201024,-0.0998055,-0.225747,3.74596e-05,-0.239453,-0.100622,0.202381,-0.101389,0.231782,5.25646e-05,-0.0498928,-0.000171338,0.00026952,-0.000383157,0.0521238,-4.12411e-05,0.0520593,0.000184063,-0.000390741,-3.66957e-05,-0.0546743,0.000618236,-0.0249875,-0.0270639,-0.0462343,-0.00581215,0.105203,-0.0011207,0.454975,0.0277354,-0.106907,0.0416808,-0.286233
19.388,-0.0381658,-0.0381658,0.0028804,-0.0423329,0.196034,0.0284963,-0.0330067,0.0164957,0.0111349,-0.00355365,5.3335,14.8848,0.00216033,0.00132524,3,3,0,-2.06423e-05,0.224934,-0.0993934,0.201024,-0.0998063,-0.225642,3.73742e-05,-0.239349,-0.100622,0.20238,-0.101389,0.231672,5.24657e-05,-0.0501328,-0.000171044,0.000275201,-0.000370729,0.0523456,-4.27361e-05,0.052317,0.000184217,-0.000385919,-1.94784e-05,-0.054902,0.000614956,-0.0248823,-0.0270491,-0.0462626,-0.00579062,0.10525,-0.00111793,0.454717,0.0277188,-0.106875,0.0416811,-0.286126
19.39,-0.0381478,-0.0381478,0.00288081,-0.0423142,0.196039,0.0285157,-0.0330071,0.0164763,0.011125,-0.00355133,5.33714,14.8812,0.00216012,0.00132453,3,3,0,-2.05395e-05,0.224833,-0.0993937,0.201025,-0.099807,-0.225537,3.72868e-05,-0.239243,-0.100622,0.20238,-0.101389,0.231562,5.14089e-05,-0.0503727,-0.000170875,0.000280694,-0.00035905,0.0525675,-4.36547e-05,0.0525743,0.000184471,-0.000381017,-2.6694e-06,-0.0551287,0.000611822,-0.0247768,-0.0270342,-0.0462914,-0.00576977,0.105298,-0.00111516,0.454458,0.027702,-0.106844,0.0416803,-0.28602
19.392,-0.0381296,-0.0381296,0.00288123,-0.0422954,0.196043,0.0285353,-0.0330076,0.0164567,0.0111151,-0.00354903,5.34078,14.8776,0.00215991,0.00132383,3,3,0,-2.04406e-05,0.224732,-0.099394,0.201026,-0.0998077,-0.225431,3.71988e-05,-0.239138,-0.100621,0.202379,-0.101389,0.231451,4.94534e-05,-0.0506124,-0.000170836,0.000285958,-0.000348187,0.0527895,-4.39973e-05,0.0528313,0.000184816,-0.000376088,1.36291e-05,-0.0553545,0.000608887,-0.0246711,-0.0270191,-0.0463204,-0.00574954,0.105346,-0.00111241,0.454198,0.027685,-0.106813,0.0416786,-0.285914
19.394,-0.0381114,-0.0381114,0.00288164,-0.0422766,0.196048,0.0285549,-0.033008,0.0164371,0.0111051,-0.00354675,5.34445,14.874,0.00215968,0.00132313,3,3,0,-2.03472e-05,0.22463,-0.0993944,0.201026,-0.0998084,-0.225325,3.71113e-05,-0.239032,-0.100621,0.202378,-0.101389,0.23134,4.66825e-05,-0.0508519,-0.000170926,0.000290957,-0.000338193,0.0530119,-4.3782e-05,0.0530881,0.000185241,-0.000371183,2.93276e-05,-0.0555797,0.000606198,-0.0245652,-0.0270038,-0.0463498,-0.00572987,0.105395,-0.00110972,0.453937,0.0276678,-0.106782,0.0416759,-0.285809
19.396,-0.0380931,-0.0380931,0.00288205,-0.0422576,0.196053,0.0285747,-0.0330084,0.0164174,0.0110951,-0.00354449,5.34812,14.8704,0.00215945,0.00132243,3,3,0,-2.02608e-05,0.224528,-0.0993947,0.201027,-0.099809,-0.225219,3.70252e-05,-0.238925,-0.10062,0.202377,-0.101389,0.231229,4.31995e-05,-0.0510913,-0.00017114,0.000295665,-0.000329108,0.0532351,-4.30432e-05,0.0533446,0.000185734,-0.000366354,4.43502e-05,-0.0558048,0.00060379,-0.0244591,-0.0269883,-0.0463795,-0.00571069,0.105445,-0.00110712,0.453675,0.0276505,-0.106752,0.0416724,-0.285705
19.398,-0.0380747,-0.0380747,0.00288246,-0.0422386,0.196057,0.0285945,-0.0330089,0.0163975,0.0110851,-0.00354226,5.35181,14.8668,0.00215921,0.00132172,3,3,0,-2.01826e-05,0.224426,-0.0993951,0.201027,-0.0998097,-0.225112,3.69415e-05,-0.238818,-0.10062,0.202377,-0.101389,0.231117,3.91241e-05,-0.0513304,-0.000171473,0.000300063,-0.000320955,0.0534591,-4.18298e-05,0.0536009,0.00018628,-0.000361648,5.86353e-05,-0.0560299,0.000601692,-0.0243528,-0.0269725,-0.0464094,-0.00569197,0.105495,-0.00110465,0.453412,0.027633,-0.106723,0.0416681,-0.2856
19.4,-0.0380563,-0.0380563,0.00288287,-0.0422194,0.196062,0.0286145,-0.0330093,0.0163776,0.011075,-0.00354005,5.35551,14.8632,0.00215897,0.00132102,3,3,0,-2.01134e-05,0.224322,-0.0993954,0.201028,-0.0998103,-0.225005,3.68611e-05,-0.23871,-0.10062,0.202376,-0.101389,0.231004,3.45877e-05,-0.0515693,-0.000171913,0.000304137,-0.000313747,0.0536842,-4.0203e-05,0.053857,0.000186865,-0.000357111,7.2136e-05,-0.0562553,0.000599923,-0.0242464,-0.0269566,-0.0464394,-0.00567362,0.105546,-0.00110231,0.453148,0.0276154,-0.106694,0.0416629,-0.285497
19.402,-0.0380378,-0.0380378,0.00288328,-0.0422002,0.196067,0.0286345,-0.0330097,0.0163576,0.0110649,-0.00353785,5.35922,14.8595,0.00215871,0.00132032,3,3,0,-2.00539e-05,0.224219,-0.0993958,0.201029,-0.0998109,-0.224897,3.67847e-05,-0.238602,-0.100619,0.202375,-0.101389,0.230891,2.9729e-05,-0.051808,-0.000172449,0.000307883,-0.000307481,0.0539104,-3.82338e-05,0.0541128,0.000187473,-0.000352784,8.482e-05,-0.0564813,0.000598492,-0.0241398,-0.0269404,-0.0464696,-0.00565561,0.105597,-0.00110013,0.452883,0.0275977,-0.106665,0.0416571,-0.285393
19.404,-0.0380192,-0.0380192,0.00288368,-0.0421809,0.196071,0.0286546,-0.0330102,0.0163374,0.0110547,-0.00353568,5.36293,14.8558,0.00215845,0.00131961,3,3,0,-2.00045e-05,0.224115,-0.0993961,0.201029,-0.0998115,-0.224788,3.67127e-05,-0.238493,-0.100619,0.202374,-0.101388,0.230778,2.46889e-05,-0.0520462,-0.000173067,0.000311299,-0.000302143,0.0541379,-3.60002e-05,0.0543685,0.000188089,-0.000348703,9.667e-05,-0.0567082,0.000597398,-0.0240331,-0.0269241,-0.0464999,-0.00563786,0.105648,-0.00109811,0.452616,0.0275799,-0.106636,0.0416506,-0.28529
19.406,-0.0380005,-0.0380005,0.00288409,-0.0421614,0.196076,0.0286748,-0.0330106,0.0163172,0.0110446,-0.00353353,5.36666,14.8522,0.00215819,0.0013189,3,3,0,-1.99653e-05,0.22401,-0.0993965,0.20103,-0.0998121,-0.22468,3.66455e-05,-0.238384,-0.100619,0.202374,-0.101388,0.230664,1.96064e-05,-0.0522842,-0.000173751,0.000314391,-0.000297705,0.0543669,-3.35846e-05,0.0546239,0.0001887,-0.000344897,0.000107683,-0.056936,0.000596632,-0.0239264,-0.0269075,-0.0465303,-0.00562033,0.105699,-0.00109627,0.452348,0.027562,-0.106607,0.0416435,-0.285187
19.408,-0.0379817,-0.0379817,0.00288448,-0.0421419,0.196081,0.0286952,-0.033011,0.0162969,0.0110343,-0.00353139,5.3704,14.8485,0.00215792,0.00131819,3,3,0,-1.99361e-05,0.223905,-0.0993968,0.20103,-0.0998127,-0.224571,3.65834e-05,-0.238274,-0.100618,0.202373,-0.101388,0.23055,1.46139e-05,-0.0525217,-0.000174485,0.000317171,-0.000294127,0.0545972,-3.10701e-05,0.0548791,0.000189291,-0.000341391,0.000117868,-0.0571651,0.000596177,-0.0238196,-0.0268908,-0.0465608,-0.00560296,0.10575,-0.0010946,0.452079,0.027544,-0.106579,0.0416358,-0.285084
19.41,-0.0379629,-0.0379629,0.00288488,-0.0421223,0.196086,0.0287156,-0.0330114,0.0162765,0.0110241,-0.00352928,5.37414,14.8448,0.00215764,0.00131747,3,3,0,-1.99164e-05,0.2238,-0.0993972,0.201031,-0.0998133,-0.224461,3.65263e-05,-0.238164,-0.100618,0.202372,-0.101388,0.230435,9.83342e-06,-0.0527588,-0.000175254,0.000319651,-0.000291361,0.054829,-2.85388e-05,0.0551342,0.000189851,-0.000338201,0.000127249,-0.0573955,0.000596009,-0.0237129,-0.026874,-0.0465912,-0.00558572,0.105801,-0.00109309,0.451808,0.0275261,-0.106551,0.0416276,-0.284981
19.412,-0.037944,-0.037944,0.00288528,-0.0421026,0.196091,0.0287361,-0.0330119,0.016256,0.0110137,-0.00352717,5.37789,14.841,0.00215735,0.00131676,3,3,0,-1.99057e-05,0.223694,-0.0993975,0.201032,-0.0998139,-0.224351,3.64741e-05,-0.238053,-0.100617,0.202372,-0.101387,0.23032,5.37326e-06,-0.0529954,-0.000176042,0.00032185,-0.000289347,0.0550621,-2.60682e-05,0.055389,0.00019037,-0.000335337,0.00013586,-0.0576274,0.000596097,-0.0236063,-0.026857,-0.0466217,-0.00556855,0.105852,-0.00109174,0.451536,0.0275081,-0.106522,0.0416189,-0.284878
